#   29.190   91.759 1 2 0
  29.958   97.511    3.000
  30.009   96.691    3.082
  30.023   92.965    3.058
  30.120   97.303    3.150
  30.691   97.261    3.038
  30.807   96.699    3.048
  30.910   96.338    2.974
  31.183   97.018    2.958
  31.193   96.498    2.980
  31.271   97.548    2.906
  31.301   97.962    2.920
#   31.586   94.706 1 2 0
  28.898   91.943    3.096
  29.072   93.386    3.086
  29.117   93.782    3.094
  29.318   97.186    3.122
  29.506   96.756    3.106
  29.720   98.427    3.104
  29.773   95.700    3.072
  29.808   93.907    3.062
  29.897   93.515    3.110
  29.909   95.472    3.014
  30.009   96.691    3.120
  30.120   97.303    3.078
  31.183   97.018    2.996
  31.193   96.498    2.990
  31.271   97.548    2.958
  31.301   97.962    2.966
#   31.679   92.402 1 2 0
  29.190   91.759    3.048
  30.009   96.691    3.108
  30.730   96.103    3.114
  30.910   96.338    3.114
  31.183   97.018    3.056
  31.254   95.901    3.052
  31.271   97.548    3.040
  31.301   97.962    3.022
  31.481   93.700    3.066
  31.586   94.706    3.040
  31.838   93.792    3.070
  31.907   94.136    3.078
#   31.838   93.792 1 2 0
  28.898   91.943    3.038
  29.117   93.782    3.098
  29.247   94.258    3.070
  29.318   97.186    3.124
  29.707   92.149    3.020
  29.758   96.102    3.114
  29.773   95.700    3.116
  29.897   93.515    3.046
  29.909   95.472    3.062
  29.958   97.511    3.092
  30.009   96.691    3.106
  30.120   97.303    3.084
  30.691   97.261    3.096
  30.730   96.103    3.092
  30.910   96.338    3.096
  31.183   97.018    3.134
  31.193   96.498    3.056
  31.254   95.901    3.076
  31.301   97.962    3.022
  31.586   94.706    3.138
#   31.907   94.136 1 2 0
  28.898   91.943    3.056
  29.041   92.226    3.082
  29.190   91.759    3.086
  29.483   94.415    3.046
  29.488   94.579    3.060
  29.707   92.149    3.064
  29.773   95.700    3.106
  29.808   93.907    3.066
  29.875   92.621    3.078
  29.897   93.515    3.098
  29.909   95.472    3.052
  30.009   96.691    3.102
  30.023   92.965    3.092
  30.120   97.303    3.082
  30.691   97.261    3.088
  30.730   96.103    3.122
  30.813   95.711    3.056
  31.183   97.018    3.028
  31.193   96.498    3.114
#   31.909   93.058 1 2 0
  29.041   92.226    2.968
  29.072   93.386    3.044
  29.488   94.579    3.020
  29.641   97.896    3.056
  29.707   92.149    3.016
  29.758   96.102    3.090
  29.773   95.700    3.068
  29.875   92.621    3.004
  29.909   95.472    3.064
  29.961   94.780    3.040
  30.120   97.303    3.120
  30.691   97.261    3.090
  30.730   96.103    3.126
  30.910   96.338    3.086
  31.183   97.018    3.034
  31.193   96.498    3.072
  31.271   97.548    2.988
  31.537   95.282    3.088
  31.586   94.706    3.080
  31.907   94.136    2.990
#   29.190   91.759 2 2 0
  29.117   93.782    3.190
  29.488   94.579    3.160
#   29.318   97.186 2 2 0
  29.072   93.386    3.124
  29.117   93.782    3.096
  29.190   91.759    3.130
  29.247   94.258    3.092
  29.488   94.579    3.108
  29.707   92.149    3.108
  29.808   93.907    3.096
  29.875   92.621    3.114
  29.897   93.515    3.118
  29.909   95.472    3.098
  29.961   94.780    3.138
  30.023   92.965    3.108
#   29.506   96.756 2 2 0
  29.072   93.386    3.126
  29.117   93.782    3.090
  29.190   91.759    3.126
  29.247   94.258    3.112
  29.488   94.579    3.086
  29.707   92.149    3.094
  29.808   93.907    3.106
  29.875   92.621    3.108
  29.897   93.515    3.126
  29.909   95.472    3.102
  30.023   92.965    3.068
#   29.641   97.896 2 2 0
  28.898   91.943    3.104
  29.072   93.386    3.124
  29.117   93.782    3.116
  29.190   91.759    3.124
  29.247   94.258    3.108
  29.318   97.186    3.087
  29.488   94.579    3.076
  29.506   96.756    3.060
  29.707   92.149    3.098
  29.758   96.102    3.086
  29.773   95.700    3.076
  29.808   93.907    3.082
  29.875   92.621    3.112
  29.897   93.515    3.104
  29.909   95.472    3.100
  29.961   94.780    3.084
  30.009   96.691    3.050
#   29.700   91.150 2 2 0
  29.318   97.186    3.114
  29.483   94.415    3.148
  29.488   94.579    3.132
  29.506   96.756    3.114
  29.641   97.896    3.112
  29.720   98.427    3.094
  29.758   96.102    3.120
  29.773   95.700    3.104
  29.808   93.907    3.200
  29.897   93.515    3.096
  29.909   95.472    3.134
  29.958   97.511    3.110
  29.961   94.780    3.154
  30.120   97.303    3.110
  30.691   97.261    3.090
  30.730   96.103    3.112
  30.753   92.859    3.100
  30.813   95.711    3.114
  30.910   96.338    3.152
  31.258   92.090    3.086
  31.271   97.548    3.080
  31.284   93.836    3.100
  31.301   97.962    3.096
  31.481   93.700    3.100
  31.537   95.282    3.130
  31.679   92.402    3.064
  31.838   93.792    3.068
  31.907   94.136    3.088
  31.909   93.058    3.042
#   29.707   92.149 2 2 0
  29.247   94.258    3.140
  29.483   94.415    3.120
  29.488   94.579    3.128
#   29.720   98.427 2 2 0
  29.117   93.782    3.124
  29.506   96.756    3.036
  29.707   92.149    3.074
  29.808   93.907    3.066
  29.875   92.621    3.080
  29.897   93.515    3.072
  29.961   94.780    3.052
  30.009   96.691    3.040
  30.023   92.965    3.070
#   29.758   96.102 2 2 0
  28.898   91.943    3.102
  29.041   92.226    3.152
  29.072   93.386    3.102
  29.117   93.782    3.102
  29.190   91.759    3.118
  29.247   94.258    3.054
  29.488   94.579    3.094
  29.707   92.149    3.086
  29.808   93.907    3.076
  29.875   92.621    3.120
  29.897   93.515    3.092
  29.961   94.780    2.992
#   29.773   95.700 2 2 0
  29.072   93.386    3.086
  29.117   93.782    3.086
  29.190   91.759    3.116
  29.488   94.579    3.096
  29.707   92.149    3.080
  29.808   93.907    3.020
  29.897   93.515    3.080
#   29.808   93.907 2 2 0
  29.190   91.759    3.158
#   29.909   95.472 2 2 0
  28.898   91.943    3.102
  29.707   92.149    3.112
  29.808   93.907    3.074
  29.897   93.515    3.082
  30.023   92.965    3.078
#   29.958   97.511 2 2 0
  29.072   93.386    3.106
  29.117   93.782    3.082
  29.190   91.759    3.106
  29.247   94.258    3.072
  29.707   92.149    3.096
  29.758   96.102    3.106
  29.773   95.700    3.110
  29.808   93.907    3.080
  29.897   93.515    3.090
  29.909   95.472    3.100
  29.961   94.780    3.052
  30.009   96.691    3.069
  30.023   92.965    3.106
#   29.961   94.780 2 2 0
  28.898   91.943    3.130
  29.041   92.226    3.162
  29.190   91.759    3.136
  29.875   92.621    3.206
  30.023   92.965    3.172
#   30.009   96.691 2 2 0
  28.898   91.943    3.100
  29.041   92.226    3.124
  29.072   93.386    3.110
  29.117   93.782    3.110
  29.190   91.759    3.116
  29.247   94.258    3.044
  29.488   94.579    3.156
  29.707   92.149    3.106
  29.773   95.700    3.094
  29.808   93.907    3.118
  29.897   93.515    3.098
  30.023   92.965    3.120
#   30.023   92.965 2 2 0
  28.898   91.943    3.090
  29.190   91.759    3.126
#   30.120   97.303 2 2 0
  28.898   91.943    3.108
  29.072   93.386    3.114
  29.190   91.759    3.108
  29.488   94.579    3.086
  29.720   98.427    3.042
  29.773   95.700    3.118
  29.808   93.907    3.080
  29.875   92.621    3.084
  29.897   93.515    3.094
  29.909   95.472    3.122
  30.023   92.965    3.098
#   30.502   97.137 2 2 0
  28.898   91.943    3.118
  29.117   93.782    3.088
  29.190   91.759    3.126
  29.488   94.579    3.094
  29.707   92.149    3.108
  29.773   95.700    3.088
  29.808   93.907    3.092
  29.875   92.621    3.106
  29.961   94.780    3.090
  30.023   92.965    3.096
#   30.646   93.250 2 2 0
  28.898   91.943    3.078
  29.072   93.386    3.062
  29.190   91.759    3.148
  29.318   97.186    3.142
  29.506   96.756    3.128
  29.641   97.896    3.100
  29.707   92.149    3.082
  29.720   98.427    3.096
  29.773   95.700    3.052
  29.808   93.907    3.158
  29.958   97.511    3.110
  29.961   94.780    3.110
  30.009   96.691    3.116
  30.120   97.303    3.116
  30.502   97.137    3.128
  30.691   97.261    3.128
  30.730   96.103    3.080
  30.813   95.711    3.170
  31.254   95.901    3.150
  31.301   97.962    3.090
  31.481   93.700    3.094
  31.537   95.282    3.092
  31.838   93.792    3.040
  31.907   94.136    3.056
#   30.691   97.261 2 2 0
  28.898   91.943    3.120
  29.190   91.759    3.110
  29.318   97.186    2.992
  29.488   94.579    3.002
  29.641   97.896    3.126
  29.707   92.149    3.084
  29.773   95.700    3.062
  29.875   92.621    3.084
  29.897   93.515    3.072
  29.909   95.472    3.128
  29.961   94.780    3.058
  30.023   92.965    3.072
#   30.730   96.103 2 2 0
  29.072   93.386    3.122
  29.190   91.759    3.148
  29.506   96.756    3.126
  29.707   92.149    3.096
  29.720   98.427    3.106
  29.808   93.907    3.020
  29.875   92.621    3.110
  29.897   93.515    3.112
  29.958   97.511    3.084
  30.023   92.965    3.110
#   30.753   92.859 2 2 0
  29.072   93.386    3.144
  29.190   91.759    3.126
  29.247   94.258    3.196
  29.318   97.186    3.130
  29.483   94.415    3.048
  29.488   94.579    3.148
  29.641   97.896    3.116
  29.707   92.149    3.072
  29.773   95.700    3.072
  29.958   97.511    3.110
  29.961   94.780    3.118
  30.009   96.691    3.122
  30.120   97.303    3.112
  30.691   97.261    3.128
  30.807   96.699    3.138
  31.193   96.498    3.142
  31.254   95.901    3.136
  31.284   93.836    3.126
  31.301   97.962    3.094
  31.481   93.700    3.054
  31.537   95.282    3.122
  31.838   93.792    3.000
  31.907   94.136    3.040
#   30.807   96.699 2 2 0
  28.898   91.943    3.100
  29.072   93.386    3.084
  29.117   93.782    3.064
  29.488   94.579    3.008
  29.773   95.700    3.062
  29.808   93.907    3.084
  29.875   92.621    3.100
  29.897   93.515    3.098
  29.909   95.472    3.054
  29.961   94.780    3.030
  30.023   92.965    3.088
#   30.813   95.711 2 2 0
  29.072   93.386    3.120
  29.117   93.782    3.140
  29.247   94.258    3.060
  29.318   97.186    3.156
  29.488   94.579    3.042
  29.506   96.756    3.084
  29.641   97.896    3.102
  29.707   92.149    3.108
  29.720   98.427    3.088
  29.808   93.907    3.096
  29.875   92.621    3.108
  29.897   93.515    3.090
  29.958   97.511    3.066
  30.023   92.965    3.100
  30.120   97.303    3.092
  30.502   97.137    3.082
  30.691   97.261    3.092
#   30.910   96.338 2 2 0
  29.190   91.759    3.104
  29.247   94.258    3.036
  29.897   93.515    3.080
  29.909   95.472    3.092
  30.023   92.965    3.128
#   30.999   92.540 2 2 0
  28.898   91.943    3.106
  29.190   91.759    3.108
  29.247   94.258    3.160
  29.506   96.756    3.106
  29.641   97.896    3.120
  29.707   92.149    3.144
  29.720   98.427    3.120
  29.758   96.102    3.076
  29.773   95.700    3.058
  29.808   93.907    3.130
  29.909   95.472    3.046
  29.958   97.511    3.146
  30.009   96.691    3.116
  30.120   97.303    3.126
  30.691   97.261    3.100
  30.813   95.711    3.110
  30.910   96.338    3.152
  31.193   96.498    3.142
  31.271   97.548    3.078
  31.284   93.836    3.118
  31.301   97.962    3.060
  31.586   94.706    3.080
  31.838   93.792    3.066
  31.907   94.136    3.000
#   31.183   97.018 2 2 0
  29.117   93.782    3.086
  29.247   94.258    3.072
  29.488   94.579    2.990
  29.773   95.700    3.054
  29.897   93.515    3.130
  29.909   95.472    3.066
  29.961   94.780    3.054
  30.023   92.965    3.106
  31.301   97.962    3.012
#   31.193   96.498 2 2 0
  29.190   91.759    3.108
  29.488   94.579    3.102
  29.875   92.621    3.116
  29.897   93.515    3.080
  29.961   94.780    3.098
  30.120   97.303    3.152
  31.301   97.962    2.918
#   31.254   95.901 2 2 0
  28.898   91.943    3.088
  29.041   92.226    3.092
  29.117   93.782    3.066
  29.190   91.759    3.118
  29.247   94.258    3.104
  29.506   96.756    3.110
  29.707   92.149    3.136
  29.720   98.427    3.102
  29.758   96.102    3.132
  29.875   92.621    3.122
  29.897   93.515    3.082
  29.958   97.511    3.130
  30.023   92.965    3.118
  30.691   97.261    3.100
  31.271   97.548    2.918
  31.301   97.962    2.938
#   31.258   92.090 2 2 0
  29.041   92.226    3.020
  29.117   93.782    3.142
  29.190   91.759    3.084
  29.247   94.258    3.118
  29.318   97.186    3.116
  29.506   96.756    3.088
  29.641   97.896    3.108
  29.707   92.149    3.068
  29.720   98.427    3.082
  29.773   95.700    3.058
  29.808   93.907    3.080
  29.875   92.621    3.112
  29.897   93.515    3.040
  29.909   95.472    3.034
  29.958   97.511    3.100
  29.961   94.780    3.072
  30.009   96.691    3.104
  30.023   92.965    3.062
  30.120   97.303    3.108
  30.502   97.137    3.100
  30.646   93.250    3.074
  30.691   97.261    3.098
  30.730   96.103    3.108
  30.807   96.699    3.108
  30.813   95.711    3.102
  30.910   96.338    3.122
  31.193   96.498    3.122
  31.254   95.901    3.094
  31.284   93.836    3.064
  31.301   97.962    3.058
  31.481   93.700    3.022
  31.537   95.282    3.068
  31.586   94.706    3.002
#   31.271   97.548 2 2 0
  29.190   91.759    3.068
  29.247   94.258    3.052
  29.488   94.579    2.990
  29.506   96.756    3.046
  29.773   95.700    3.048
  29.808   93.907    3.088
  29.909   95.472    3.020
  30.023   92.965    3.052
  30.813   95.711    2.980
  30.910   96.338    2.936
#   31.284   93.836 2 2 0
  28.898   91.943    3.068
  29.488   94.579    3.110
  29.506   96.756    3.120
  29.707   92.149    3.120
  29.758   96.102    3.146
  29.773   95.700    3.102
  29.897   93.515    3.092
  29.909   95.472    3.090
  29.958   97.511    3.138
  29.961   94.780    3.130
  30.009   96.691    3.148
  30.120   97.303    3.124
  30.691   97.261    3.160
  30.730   96.103    3.114
  31.183   97.018    3.134
  31.193   96.498    3.136
  31.271   97.548    3.072
  31.301   97.962    3.056
  31.537   95.282    3.196
#   31.301   97.962 2 2 0
  28.898   91.943    3.084
  29.072   93.386    3.066
  29.190   91.759    3.096
  29.318   97.186    3.016
  29.488   94.579    2.978
  29.707   92.149    3.078
  29.758   96.102    3.040
  29.808   93.907    3.092
  29.897   93.515    3.046
  29.909   95.472    3.018
  29.958   97.511    3.064
  29.961   94.780    3.024
  30.009   96.691    3.012
  30.023   92.965    3.064
  30.813   95.711    3.004
#   31.481   93.700 2 2 0
  28.898   91.943    3.082
  29.072   93.386    3.100
  29.190   91.759    3.090
  29.318   97.186    3.136
  29.506   96.756    3.122
  29.707   92.149    3.064
  29.720   98.427    3.134
  29.758   96.102    3.154
  29.773   95.700    3.112
  29.875   92.621    3.116
  29.897   93.515    3.082
  29.909   95.472    3.084
  29.961   94.780    3.094
  30.023   92.965    3.118
  31.183   97.018    3.058
  31.271   97.548    3.064
  31.301   97.962    3.062
  31.537   95.282    3.086
#   31.537   95.282 2 2 0
  28.898   91.943    3.122
  29.041   92.226    3.108
  29.072   93.386    3.120
  29.247   94.258    3.058
  29.318   97.186    3.106
  29.506   96.756    3.092
  29.641   97.896    3.080
  29.720   98.427    3.102
  29.758   96.102    3.120
  29.773   95.700    3.066
  29.808   93.907    3.076
  29.875   92.621    3.136
  29.897   93.515    3.066
  29.909   95.472    3.038
  29.958   97.511    3.046
  29.961   94.780    3.010
  30.009   96.691    3.106
  30.023   92.965    3.110
  30.120   97.303    3.154
  30.691   97.261    3.070
  30.807   96.699    3.056
  30.910   96.338    2.998
  31.183   97.018    3.064
  31.193   96.498    3.020
  31.271   97.548    2.952
  31.301   97.962    2.982
#   31.586   94.706 2 2 0
  28.898   91.943    3.098
  29.072   93.386    3.114
  29.117   93.782    3.096
  29.190   91.759    3.112
  29.318   97.186    3.120
  29.488   94.579    3.054
  29.506   96.756    3.132
  29.720   98.427    3.112
  29.773   95.700    3.118
  29.808   93.907    3.094
  29.875   92.621    3.140
  29.897   93.515    3.132
  29.909   95.472    3.054
  30.009   96.691    3.162
  30.120   97.303    3.126
  30.813   95.711    3.138
  31.183   97.018    3.034
  31.193   96.498    3.086
  31.271   97.548    2.988
#   31.679   92.402 2 2 0
  29.041   92.226    3.028
  29.190   91.759    3.062
  29.909   95.472    3.076
  30.009   96.691    3.124
  30.730   96.103    3.154
  30.910   96.338    3.110
  31.183   97.018    3.080
  31.254   95.901    3.080
  31.271   97.548    3.060
  31.301   97.962    3.058
  31.481   93.700    3.104
  31.586   94.706    3.070
  31.838   93.792    3.146
  31.907   94.136    3.070
#   31.838   93.792 2 2 0
  28.898   91.943    3.060
  29.072   93.386    3.092
  29.117   93.782    3.098
  29.247   94.258    3.112
  29.318   97.186    3.120
  29.707   92.149    3.038
  29.758   96.102    3.136
  29.773   95.700    3.116
  29.897   93.515    3.056
  29.909   95.472    3.070
  29.958   97.511    3.120
  30.009   96.691    3.116
  30.120   97.303    3.110
  30.691   97.261    3.100
  30.730   96.103    3.112
  30.910   96.338    3.130
  31.183   97.018    3.120
  31.193   96.498    3.126
  31.254   95.901    3.074
  31.301   97.962    3.048
  31.537   95.282    3.156
  31.586   94.706    3.108
#   31.907   94.136 2 2 0
  28.898   91.943    3.074
  29.041   92.226    3.090
  29.190   91.759    3.096
  29.318   97.186    3.134
  29.483   94.415    3.058
  29.488   94.579    3.076
  29.707   92.149    3.064
  29.773   95.700    3.094
  29.808   93.907    3.110
  29.875   92.621    3.092
  29.897   93.515    3.104
  29.909   95.472    3.080
  29.958   97.511    3.090
  29.961   94.780    3.092
  30.009   96.691    3.130
  30.023   92.965    3.114
  30.120   97.303    3.140
  30.691   97.261    3.104
  30.730   96.103    3.096
  30.813   95.711    3.106
  31.183   97.018    3.044
  31.193   96.498    3.106
  31.254   95.901    3.040
#   31.909   93.058 2 2 0
  29.041   92.226    3.008
  29.072   93.386    3.048
  29.488   94.579    3.036
  29.641   97.896    3.096
  29.707   92.149    3.028
  29.720   98.427    3.100
  29.758   96.102    3.106
  29.773   95.700    3.084
  29.875   92.621    3.028
  29.909   95.472    3.046
  29.961   94.780    3.036
